license_id,license_name,license_url,permissiveness_score,normalized,security_risk
384,PolyForm Small Business License 1.0.0,https://spdx.org/licenses/PolyForm-Small-Business-1.0.0.html,,PolyForm-Small-Business-1.0.0,
385,Python Software Foundation License 2.0,https://spdx.org/licenses/PSF-2.0.html,,PSF-2.0,
386,psfrag License,https://spdx.org/licenses/psfrag.html,,psfrag,
387,psutils License,https://spdx.org/licenses/psutils.html,,psutils,
388,Qhull License,https://spdx.org/licenses/Qhull.html,,Qhull,
389,Rdisc License,https://spdx.org/licenses/Rdisc.html,,Rdisc,
390,Red Hat eCos Public License v1.1,https://spdx.org/licenses/RHeCos-1.1.html,,RHeCos-1.1,
391,RSA Message-Digest License,https://spdx.org/licenses/RSA-MD.html,,RSA-MD,
392,Ruby License,https://spdx.org/licenses/Ruby.html,,Ruby,
393,Sax Public Domain Notice,https://spdx.org/licenses/SAX-PD.html,,SAX-PD,
394,Saxpath License,https://spdx.org/licenses/Saxpath.html,,Saxpath,
395,SCEA Shared Source License,https://spdx.org/licenses/SCEA.html,,SCEA,
396,Sendmail License,https://spdx.org/licenses/Sendmail.html,,Sendmail,
397,Sendmail License 8.23,https://spdx.org/licenses/Sendmail-8.23.html,,Sendmail-8.23,
398,SGI Free Software License B v1.0,https://spdx.org/licenses/SGI-B-1.0.html,,SGI-B-1.0,
399,SGI Free Software License B v1.1,https://spdx.org/licenses/SGI-B-1.1.html,,SGI-B-1.1,
400,SGI Free Software License B v2.0,https://spdx.org/licenses/SGI-B-2.0.html,,SGI-B-2.0,
401,Solderpad Hardware License v0.5,https://spdx.org/licenses/SHL-0.5.html,,SHL-0.5,
402,Solderpad Hardware License Version 0.51,https://spdx.org/licenses/SHL-0.51.html,,SHL-0.51,
403,Sun Industry Standards Source License v1.2,https://spdx.org/licenses/SISSL-1.2.html,,SISSL-1.2,
404,Standard ML of New Jersey License,https://spdx.org/licenses/SMLNJ.html,,SMLNJ,
405,Secure Messaging Protocol Public License,https://spdx.org/licenses/SMPPL.html,,SMPPL,
406,SNIA Public License 1.1,https://spdx.org/licenses/SNIA.html,,SNIA,
407,Spencer License 86,https://spdx.org/licenses/Spencer-86.html,,Spencer-86,
408,Spencer License 94,https://spdx.org/licenses/Spencer-94.html,,Spencer-94,
409,Spencer License 99,https://spdx.org/licenses/Spencer-99.html,,Spencer-99,
410,SSH OpenSSH license,https://spdx.org/licenses/SSH-OpenSSH.html,,SSH-OpenSSH,
411,SSH short notice,https://spdx.org/licenses/SSH-short.html,,SSH-short,
412,Server Side Public License v 1,https://spdx.org/licenses/SSPL-1.0.html,,SSPL-1.0,
413,SugarCRM Public License v1.1.3,https://spdx.org/licenses/SugarCRM-1.1.3.html,,SugarCRM-1.1.3,
414,Scheme Widget Library (SWL) Software License Agreement,https://spdx.org/licenses/SWL.html,,SWL,
415,TAPR Open Hardware License v1.0,https://spdx.org/licenses/TAPR-OHL-1.0.html,,TAPR-OHL-1.0,
416,TCL/TK License,https://spdx.org/licenses/TCL.html,,TCL,
417,TCP Wrappers License,https://spdx.org/licenses/TCP-wrappers.html,,TCP-wrappers,
418,TMate Open Source License,https://spdx.org/licenses/TMate.html,,TMate,
419,TORQUE v2.5+ Software License v1.1,https://spdx.org/licenses/TORQUE-1.1.html,,TORQUE-1.1,
420,Trusster Open Source License,https://spdx.org/licenses/TOSL.html,,TOSL,
421,Technische Universitaet Berlin License 1.0,https://spdx.org/licenses/TU-Berlin-1.0.html,,TU-Berlin-1.0,
422,Technische Universitaet Berlin License 2.0,https://spdx.org/licenses/TU-Berlin-2.0.html,,TU-Berlin-2.0,
423,Unicode License Agreement - Data Files and Software (2015),https://spdx.org/licenses/Unicode-DFS-2015.html,,Unicode-DFS-2015,
424,Unicode Terms of Use,https://spdx.org/licenses/Unicode-TOU.html,,Unicode-TOU,
425,Universal Permissive License v1.0,https://spdx.org/licenses/UPL-1.0.html,,UPL-1.0,
426,Vim License,https://spdx.org/licenses/Vim.html,,Vim,
427,VOSTROM Public License for Open Source,https://spdx.org/licenses/VOSTROM.html,,VOSTROM,
428,W3C Software Notice and License (1998-07-20),https://spdx.org/licenses/W3C-19980720.html,,W3C-19980720,
429,W3C Software Notice and Document License (2015-05-13),https://spdx.org/licenses/W3C-20150513.html,,W3C-20150513,
430,Wsuipa License,https://spdx.org/licenses/Wsuipa.html,,Wsuipa,
431,Do What The F*ck You Want To Public License,https://spdx.org/licenses/WTFPL.html,,WTFPL,
432,X11 License,https://spdx.org/licenses/X11.html,,X11,
433,Xerox License,https://spdx.org/licenses/Xerox.html,,Xerox,
434,XFree86 License 1.1,https://spdx.org/licenses/XFree86-1.1.html,,XFree86-1.1,
435,xinetd License,https://spdx.org/licenses/xinetd.html,,xinetd,
436,XPP License,https://spdx.org/licenses/xpp.html,,xpp,
437,XSkat License,https://spdx.org/licenses/XSkat.html,,XSkat,
438,Yahoo! Public License v1.0,https://spdx.org/licenses/YPL-1.0.html,,YPL-1.0,
439,Yahoo! Public License v1.1,https://spdx.org/licenses/YPL-1.1.html,,YPL-1.1,
440,Zed License,https://spdx.org/licenses/Zed.html,,Zed,
441,Zend License v2.0,https://spdx.org/licenses/Zend-2.0.html,,Zend-2.0,
442,Zimbra Public License v1.3,https://spdx.org/licenses/Zimbra-1.3.html,,Zimbra-1.3,
443,Zimbra Public License v1.4,https://spdx.org/licenses/Zimbra-1.4.html,,Zimbra-1.4,
444,zlib/libpng License with Acknowledgement,https://spdx.org/licenses/zlib-acknowledgement.html,,zlib-acknowledgement,
445,Zope Public License 1.1,https://spdx.org/licenses/ZPL-1.1.html,,ZPL-1.1,
446,Zope Public License 2.1,https://spdx.org/licenses/ZPL-2.1.html,,ZPL-2.1,
447,"BSD 3-Clause ""New"" or ""Revised"" License",,,,
448,"BSD 2-Clause ""Simplified"" License",,,,
449,GNU General Public License v3.0,,,,
450,Apache License 2.0,,,,
451,MIT License,,,,
